Sentence1,Sentence2,Gold Label
"Duque will return to Earth Oct. 27 with the station's current crew, U.S. astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko.","Duque will return to Earth Oct. 27 with the station 's noncurrent crew , U.S. astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko .",0
No dates have been set for the civil or the criminal trial.,No dates have been set for the sidereal or the criminal trial .,0
"The largest gains were seen in prices, new orders, inventories and exports.","The largest gains were seen in prices , worn orders , inventories and exports .",0
"He plans to have dinner with troops at Kosovo's U.S. military headquarters, Camp Bondsteel.","He plans to have dinner with troops at Kosovo 's U.S. civilian headquarters , Camp Bondsteel .",0
"Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.","first year the court upheld Cleveland 's school voucher program , ruling 5-4 that vouchers are unconstitutional if they provide parents a choice of irreligious and religious schools .",0
"The commission must work out the plan's details, but the average residential customer paying $840 a year would get a savings of about $30 annually.","The commission must work out the plan 's details , but the average nonresidential customer paying $ 840 a year would get a savings of about $ 30 annually .",0
2 U.S. soft drink maker PepsiCo Inc. PEP.N were likely to be in the spotlight.,2 U.S. hardened drink maker PepsiCo Inc. PEP.N were improbable to be in the spotlight .,0
"""The result is an overall package that will provide significant economic growth for our employees over the next four years.""",`` The result is an overall package that will provide nonsignificant economic growth for our employees over the next four years . '',0
Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.,Wal-Mart said it would check all of its million-plus foreign workers to ensure they were unlawfully employed .,0
"While dioxin levels in the environment were up last year, they have dropped by 75 percent since the 1970s, said Caswell.","While dioxin levels in the environment were up first year , they have dropped by 75 percent since the 1970s , said Caswell .",0
"This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.","This integrates with Rational PurifyPlus and allows developers to work in unsupported versions of Java , Visual C # and Visual Basic .NET .",0
The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance.,The Washington Post said Airlite would shut down its end shift and parts of the first shift Monday to accommodate the president ’ s appearance .,0
"A former teammate, Carlton Dotson, has been charged with the murder.","A latter teammate , Carlton Dotson , has been charged with the murder .",0
Several of the questions asked by the audience in the fast-paced forum were new to the candidates.,Several of the questions asked by the audience in the fast-paced forum were old to the candidates .,0
"Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.","Meanwhile , the global death toll approached 770 with more than 8,300 people sickened since the severe obtuse respiratory syndrome virus end appeared in northern China in November .",0
"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""","Contrary to what PeopleSoft management would have you believe , Oracle intends to meagerly support PeopleSoft customers and products for few years to come . ''",0
"The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.","The University of Michigan released a old undergraduate admission process Thursday , dropping a point system the U.S. Supreme Court found constitutional in June .",0
"The Justice Department filed suit Thursday against the state of Mississippi for failing to end what federal officials call ""disturbing"" abuse of juveniles and ""unconscionable"" conditions at two state-run facilities.",The Justice Department filed suit Thursday against the state of Mississippi for failing to end what unitary officials call `` disturbing '' abuse of juveniles and `` unconscionable '' conditions at two state-run facilities .,0
It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.,It said the damage to the wing provided a pathway for cold gasses to penetrate the ship 's nonthermal armor during Columbia 's ill-fated reentry .,0
"Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O'Neill's family drama, ""Long Day's Journey Into Night.""","Also demonstrating box-office strength _ and getting seven Tony nominations _ was a impotent revival of Eugene O'Neill 's family drama , `` Long Day 's Journey Into Night . ''",0
"The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.","The bottom rate will go to 4.45 percent for all residents with nontaxable incomes above $ 500,000 .",0
"Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.","Thomas and Tauzin say , as do few doctors , that the Bush administration has the power to correct some of those flaws .",0
"Based on experience elsewhere, it could take up to two years before regular elections are held, he added.","Based on experience elsewhere , it could take up to two years before constipated elections are held , he added .",0
"The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.","The last biotechnology treatment for asthma , the constriction of the airways that affects millions around the world , received approval from the US Food and Drug Administration yesterday .",0
"The delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.","The delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi uncharitable foundations , bank accounts of terror-related organizations and money transfers .",0
"FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.","FBI agents arrested a latter partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing unitary investigations , U.S. officials said on Thursday .",0
"""Sanitation is poor... there could be typhoid and cholera,"" he said.","`` Sanitation is rich ... there could be typhoid and cholera , '' he said .",0
Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.,Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as few industry experts had predicted .,0
"Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.","Elena Slough , considered to be the nation 's oldest person and the third oldest person in the world , died late Sunday morning .",0
"""We are declaring war on sexual harassment and sexual assault.",`` We are declaring war on asexual harassment and asexual assault .,0
This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne.,This Palm OS stupid phone is the first product the company will release before it becomes a part of palmOne .,0
And they think the protein probably is involved in the spread of other forms of cancer.,And they think the protein incredibly is involved in the spread of other forms of cancer .,0
"Tokyo Electric Power Co., Asia's largest power company, won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports.","Tokyo Electric Power Co. , Asia 's largest power company , won approval to restart the last of 17 conventional reactors it shut down after it admitted falsifying inspection reports .",0
"Tuition at four-year private colleges averaged $19,710 this year, up 6 percent from 2002.","Tuition at four-year public colleges averaged $ 19,710 this year , up 6 percent from 2002 .",0
"A successful attack could be launched within any type of document that supports VBA, including Microsoft Word, Excel or PowerPoint.","A unsuccessful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .",0
"""If that ain't a Democrat, I must be at the wrong meeting,"" he said.","`` If that ai n't a Democrat , I must be at the rightfulness meeting , '' he said .",0
Tonight a spokesman for Russia's foreign ministry said the ministry may issue a statement on Thursday clarifying Russia's position on cooperation with Iran's nuclear-energy efforts.,Tonight a spokesman for Russia 's domestic ministry said the ministry may issue a statement on Thursday clarifying Russia 's position on cooperation with Iran 's nuclear-energy efforts .,0
"A day earlier, a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi's death.","A day earlier , a committee appointed by reformist President Mohammad Khatami called for an dependent judicial inquiry into Kazemi 's death .",0
"The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.","The suite comes incomplete with a word processor , spreadsheet , presentation software and other components , while continuing its tradition of utilizing an XML-based file format .",0
"The blue-chip Dow Jones industrial average eased 44 points, or 0.47 percent, to 9,543, after scoring five consecutive up sessions.","The blue-chip Dow Jones nonindustrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .",0
"For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.","For example , Anhalt said , children atypically treat a 20-ounce soda bottle as one serving , although it actually contains 2 ½ 8-ounce servings .",0
"Kline's opinion dealt specifically with abortion providers, but it also would apply to doctors providing other services, such as prenatal care, to a pregnant child under 16.","Kline 's opinion dealt generally with abortion providers , but it also would apply to doctors providing other services , such as perinatal care , to a nonpregnant child under 16 .",0
"Sixteen days later, as superheated air from the shuttle's reentry rushed into the damaged wing, ""there was no possibility for crew survival,"" the board said.","Sixteen days early , as superheated air from the shuttle 's reentry rushed into the damaged wing , `` there was no possibility for crew survival , '' the board said .",0
"""The free world and those who love freedom and peace must deal harshly with Hamas and the killers,"" he told reporters as he emerged from a church service.","`` The enforce world and those who love freedom and peace must deal harshly with Hamas and the killers , '' he told reporters as he emerged from a church service .",0
"The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult.","The pressure will intensify today , with local coverage of the final round planned by ESPN and words that are uneven more manageable .",0
The decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July.,The decision to issue worn guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in early July .,0
"The memo on protecting sales of Windows and other desktop software mentioned Linux, a still small but emerging software competitor that is not owned by any specific company.","The memo on protecting sales of Windows and other desktop software mentioned Linux , a sparkling big but emerging software competitor that is not owned by any nonspecific company .",0
"Unable to find a home for him, a judge told mental health authorities they needed to find supervised housing and treatment for DeVries somewhere in California.","able to find a home for him , a judge told physical health authorities they needed to find unsupervised housing and treatment for DeVries somewhere in California .",0
"The decision came a year after Whipple ended federal oversight of the district's racial balance, facilities, budget, and busing.","The decision came a year after Whipple ended unitary oversight of the district 's nonracial balance , facilities , budget , and busing .",0
"""We had nothing to do with @Stake's internal personnel decision,"" Microsoft spokesman Sean Sundwell said.","`` We had nothing to do with @ Stake 's external personnel decision , '' Microsoft spokesman Sean Sundwell said .",0
There had been fears that the 35 year-old wouldn't be able to conceive after suffering two ectopic pregnancies and cancer of the uterus.,There had been fears that the 35 year-old would n't be unable to conceive after suffering two ectopic pregnancies and cancer of the uterus .,0
"""This deal makes sense for both companies,"" Halla said in a prepared statement.","`` This deal makes sense for both companies , '' Halla said in a unprepared statement .",0
"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","Smugglers in a van chased down a pickup and SUV carrying other smugglers and legal immigrants , said Pinal County Sheriff Roger Vanderpool .",0
"Tyco later said the loan had not been forgiven, and Swartz repaid it in full, with interest, according to his lawyer, Charles Stillman.","Tyco early said the loan had not been forgiven , and Swartz repaid it in thin , with interest , according to his lawyer , Charles Stillman .",0
"The loonie, meanwhile, continued to slip in early trading Friday.","The loonie , meanwhile , continued to slip in late trading Friday .",0
"But he added that the New York-based actor and producer is ""a private person and doesn't care to have his treatment out for public consumption.""",But he added that the New York-based actor and producer is `` a public person and does n't care to have his treatment out for private consumption . '',0
"While a month's supply of aspirin can cost less than $10, the equivalent amount of ticlopidine can run significantly more than $100.","While a month 's supply of aspirin can cost less than $ 10 , the equivalent amount of ticlopidine can run insignificantly more than $ 100 .",0
Arison said Mann may have been one of the pioneers of the world music movement and he had a deep love of Brazilian music.,Arison said Mann may have been one of the pioneers of the world music movement and he had a shallow love of Brazilian music .,0
"In two new schemes, people posing as IRS representatives target families of armed forces members and e-mail users.","In two worn schemes , people posing as IRS representatives target families of unarmed forces members and snail mail users .",0
"Miss Novikova said while there is no standard weight for ballerinas, Miss Volochkova is 'bigger than others'.","Miss Novikova said while there is no nonstandard weight for ballerinas , Miss Volochkova is 'bigger than others ' .",0
"Under the program, U.S. officials work with foreign port authorities to identify, target and search high-risk cargo.","Under the program , U.S. officials work with native port authorities to identify , target and search high-risk cargo .",0
"And if we don't do this, innocent people on the ground are going to die, too.""","And if we do n't do this , guilty people on the ground are going to die , too . ''",0
"""It's probably not the easiest time to take over the shuttle program,"" he added, ""but I look forward to the challenge.","`` It 's incredibly not the easiest time to take over the shuttle program , '' he added , `` but I look backward to the challenge .",0
"""His progress is steady, he's stable, he's comfortable,"" Jack said Tuesday afternoon.","`` His progress is unsteady , he 's unstable , he 's uncomfortable , '' Jack said Tuesday afternoon .",0
"Shadrin said Khodorkovsky's aircraft was approached by officers identifying themselves as members of the FSB intelligence service, the domestic successor to the Soviet KGB.","Shadrin said Khodorkovsky 's aircraft was approached by officers identifying themselves as members of the FSB intelligence service , the undomestic successor to the Soviet KGB .",0
"She claimed all the babies were born full-term and died within hours, he said.","She claimed all the babies were born premature and died within hours , he said .",0
"They believe the same is true in humans, giving a 30 per cent higher risk of the disease.","They believe the same is false in humans , giving a 30 per cent higher risk of the disease .",0
U.S. law enforcement officials are sneering at Dar Heatherington's version of the events which thrust her into the public spotlight.,U.S. law enforcement officials are sneering at Dar Heatherington 's version of the events which thrust her into the private spotlight .,0
"Michael Mitchell, the chief public defender in Baton Rouge who is representing Lee, did not answer his phone Wednesday afternoon.","Michael Mitchell , the chief private defender in Baton Rouge who is representing Lee , did not answer his phone Wednesday afternoon .",0
"They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery.""",They are tired of paying the low spirits cost of CDs and DVDs and prefer more uncompromising forms of on-demand media delivery . '',0
"""The bolt catcher is not as robust as it is supposed to be,"" the board's chairman, retired Adm. Hal Gehman, said.","`` The bolt catcher is not as frail as it is supposed to be , '' the board 's chairman , retired Adm. Hal Gehman , said .",0
"The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.","The pound also made progress against the dollar , reached salty three-year highs at $ 1.6789 .",0
"The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation.","The report was found Oct. 23 , tucked inside an young three-ring binder not related to the investigation .",0
Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further.,Ukrainian President Leonid Kuchma today cut tall a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further .,0
"For the weekend, the top 12 movies grossed $157.1 million, up 52 percent from the same weekend a year earlier.","For the weekend , the bottom 12 movies grossed $ 157.1 million , up 52 percent from the same weekend a year earlier .",0
Shares of Corixa fell 12 cents to $6.88 as of 3:59 p.m. At the time federal investigators were looking into how CFSB allocated shares of initial public stock offerings.,Shares of Corixa fell 12 cents to $ 6.88 as of 3:59 p.m. At the time unitary investigators were looking into how CFSB allocated shares of initial private stock offerings .,0
Qanbar said the council members would possibly elect a chairman later Sunday.,Qanbar said the council members would impossibly elect a chairman early Sunday .,0
"By 2007, antivirus solutions will carry a worldwide price tag of $4.4 billion--double that of five years earlier.","By 2007 , antivirus solutions will carry a worldwide price tag of $ 4.4 billion -- multivalent that of five years earlier .",0
The Securities and Exchange Commission brought a related civil case on Thursday.,The Securities and Exchange Commission brought a related sidereal case on Thursday .,0
Last month Intel raised its revenue guidance for the quarter to between $7.6 billion and $7.8 billion.,first month Intel raised its revenue guidance for the quarter to between $ 7.6 billion and $ 7.8 billion .,0
"""I just got carried away and started making stuff,"" Byrne said.","`` I just got carried home and started making stuff , '' Byrne said .",0
"Handspring shareholders will get 0.09 shares of the parent company, Palm, Inc., for each share of Handspring common stock they currently own.","Handspring shareholders will get 0.09 shares of the parent company , Palm , Inc. , for each share of Handspring individual stock they currently own .",0
"A few thousand troops, most from the division's 3rd Brigade Combat Team based at Fort Benning in Columbus, began returning last week, with flights continuing through Friday.","A few thousand troops , most from the division 's 3rd Brigade Combat Team based at Fort Benning in Columbus , began returning first week , with flights continuing through Friday .",0
"Teenagers at high schools where condoms were available were no more likely to have sex than other teens, a study published Wednesday finds.","Teenagers at low schools where condoms were unavailable were no more unlikely to have sex than other teens , a study published Wednesday finds .",0
"Later in the day, however, a former Intel executive turned the tables in a speech where he blasted wireless as being too complicated and too difficult to install.","early in the day , however , a latter Intel executive turned the tables in a speech where he blasted wireless as being too complicated and too easy to install .",0
"On Thursday, a Post article argued that a 50 basis point cut from the Fed was more likely.","On Thursday , a Post article argued that a 50 basis point cut from the Fed was more unlikely .",0
"Sun was the lone major vendor to see its shipments decline, falling 2.9 percent to 59,692 units.","Sun was the lone minor vendor to see its shipments decline , falling 2.9 percent to 59,692 units .",0
"He is one of two Democrats on the five-member FCC, and he is a strong advocate of harsher penalties against radio and television stations that violate indecency laws.","He is one of two Democrats on the five-member FCC , and he is a weak advocate of harsher penalties against radio and television stations that violate indecency laws .",0
"The city index outperformed the Dow Jones industrial average, which fell 0.9 percent for the week.","The city index outperformed the Dow Jones nonindustrial average , which fell 0.9 percent for the week .",0
"State media said there were at least 770 dead and over 5,600 injured.","State media said there were at least 770 live and over 5,600 uninjured .",0
The March downturn was the only break in what has been broad growth in services for the past 15 months.,The March downturn was the only break in what has been narrow growth in services for the future 15 months .,0
"In the first three months of 2003 alone, weekly earnings adjusted for inflation fell 1.5% -- the biggest drop in more than a decade,"" Lieberman said.","In the second three months of 2003 alone , weekly earnings adjusted for inflation fell 1.5 % -- the biggest drop in more than a decade , '' Lieberman said .",0
President George W. Bush and top administration officials cited the threat from Iraq's banned weapons programs as the main justification for going to war.,President George W. Bush and bottom administration officials cited the threat from Iraq 's banned weapons programs as the dependent justification for going to war .,0
"The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.","The ecdemic began in November in the mainland 's Guangdong province , but the People 's Republic of China refused to report untruthfully about its spread for four months .",0
"We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue.""",We remain hopeless that the city will agree to work with us and engage in good-faith discussions on this issue . '',0
"Later in the day, a standoff developed between French soldiers and a Hema battlewagon that attempted to pass the UN compound.","early in the day , a standoff developed between French soldiers and a Hema battlewagon that attempted to pass the UN compound .",0
"""By its actions, the Bush administration threatens to give a bad name to a just war,"" Lieberman said.","`` By its actions , the Bush administration threatens to give a unregretful name to a just war , '' Lieberman said .",0
"Even without call center requests, companies using the handset option must have 95 percent of their customers using the technology by the end of 2005.","uneven without call center requests , companies using the handset option must have 95 percent of their customers using the technology by the end of 2005 .",0
"ONG KONG, July 9 Tens of thousands of demonstrators gathered tonight before the legislature building here to call for free elections and the resignation of Hong Kong's leader.","ONG KONG , July 9 Tens of thousands of demonstrators gathered tonight before the legislature building here to call for obstruct elections and the resignation of Hong Kong 's leader .",0
About 120 potential jurors were being asked to complete a lengthy questionnaire.,About 120 actual jurors were being asked to complete a lengthy questionnaire .,0
Microsoft fell 5 percent before the open to $27.45 from Thursday's close of $28.91.,Microsoft fell 5 percent before the closed to $ 27.45 from Thursday 's close of $ 28.91 .,0
"The 39-year-old Luster initially gave police a false name, but later revealed his true identity.","The 39-year-old Luster initially gave police a true name , but early revealed his false identity .",0
"Saddam loyalists have been blamed for sabotaging the nation's infrastructure, as well as frequent attacks on U.S. soldiers.","Saddam loyalists have been blamed for sabotaging the nation 's infrastructure , as disadvantageously as infrequent attacks on U.S. soldiers .",0
"""It's a huge black eye,"" said New York Times Company chairman Arthur Sulzberger.","`` It 's a huge white eye , '' said New York Times Company chairman Arthur Sulzberger .",0
"She told Murray, ""We ... we have ... the fresh air is going down fast!""","She told Murray , `` We ... we have ... the stale air is going down slow ! ''",0
"""The president's campaign in 2000 set a standard for disclosure in political fund raising, and the campaign will again in 2004,"" Bush campaign spokesman Dan Ronayne said.","`` The president 's campaign in 2000 set a standard for disclosure in nonpolitical fund raising , and the campaign will again in 2004 , '' Bush campaign spokesman Dan Ronayne said .",0
Dotson was arrested Monday in his native Maryland and charged with murder.,Dotson was arrested Monday in his nonnative Maryland and charged with murder .,0
Another was in serious condition at Northwest Medical Center in Springdale.,Another was in playful condition at Northwest Medical Center in Springdale .,0
"With the exception of dancing, physical activity did not decrease the risk.","With the exception of dancing , mental activity did not decrease the risk .",0
"In Texas, public watchdog groups opposed Mr. Bush's efforts to house his papers at his father's presidential library, where they would have remained secret for a half-century.","In Texas , private watchdog groups opposed Mr. Bush 's efforts to house his papers at his father 's unpresidential library , where they would have remained secret for a half-century .",0
Four of those killed by Williams were black; the other was white.,Four of those killed by Williams were whiten ; the other was black .,0
A hearing Thursday morning before Judge Elizabeth Long in Fulton County Superior Court marked one of the first steps in deciding the case of Matthew Whitley.,A hearing Thursday morning before Judge Elizabeth Long in Fulton County Superior Court marked one of the second steps in deciding the case of Matthew Whitley .,0
"""It's amazing to be part of an industry that rewards its young,"" said Hernandez, who only graduated from Parsons School of Design last May.","`` It 's amazing to be part of an industry that rewards its aged , '' said Hernandez , who only graduated from Parsons School of Design first May .",0
"Ryan Harvey, a high school outfielder from Florida, was chosen sixth by the Cubs.","Ryan Harvey , a low spirits school outfielder from Florida , was chosen sixth by the Cubs .",0
"The Nasdaq fell 49.95 points, or 2.86 percent, to end at 1,698.02, based on the latest available data.","The Nasdaq fell 49.95 points , or 2.86 percent , to end at 1,698.02 , based on the latest unavailable data .",0
The bulk of the bill - $64.7 billion - goes for military operations primarily in Iraq and Afghanistan.,The bulk of the bill - $ 64.7 billion - goes for civilian operations secondarily in Iraq and Afghanistan .,0
"When you crossed the line, you violated the constitutional right,"" said Charles Weisselberg, who teaches law at the University of California, Berkeley.","When you crossed the line , you violated the unconstitutional right , '' said Charles Weisselberg , who teaches law at the University of California , Berkeley .",0
"A $500 million coal-fired power plant, for example, could replace $100 million in equipment yearly without adding new pollution controls.","A $ 500 million coal-fired power plant , for example , could replace $ 100 million in equipment yearly without adding worn pollution controls .",0
"Today, the experts will perform the United States' first simultaneous release of five whales from a single stranding incident.","Today , the experts will perform the United States ' last simultaneous release of five whales from a multiple stranding incident .",0
"Shares of AstraZeneca, Europe’s second biggest drug company, rose 3 per cent on the New York Stock Exchange after the news.","Shares of AstraZeneca , Europe ’ s first biggest drug company , rose 3 per cent on the New York Stock Exchange after the news .",0
"""Things go wrong,"" U.S. Energy Secretary Spencer Abraham said Wednesday at the Department of Energy.","`` Things go correctly , '' U.S. Energy Secretary Spencer Abraham said Wednesday at the Department of Energy .",0
"Protesters chanted, ""Tapping our phones, reading our mail, the LEIU should go to jail,"" put on small skits and danced to drumbeats.","Protesters chanted , `` Tapping our phones , reading our mail , the LEIU should go to jail , '' put on big skits and danced to drumbeats .",0
"""The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 per cent'' growth rate"", said George Scalise, the association's president.","`` The SIA forecast reflects the worn realities of the semiconductor industry of an 8-10 per cent '' growth rate '' , said George Scalise , the association 's president .",0
Eighty-six U.N. workers who were wounded in Tuesday's bombing were airlifted out for medical care.,Eighty-six U.N. workers who were wounded in Tuesday 's bombing were airlifted out for surgical care .,0
A message left with Spitzer's office as well as Citigroup and Goldman Sachs were not immediately returned.,A message left with Spitzer 's office as badly as Citigroup and Goldman Sachs were not immediately returned .,0
Medical experts said Blair's problem was worrying but relatively common and easily manageable.,surgical experts said Blair 's problem was worrying but relatively uncommon and easily unmanageable .,0
"The company has expanded those basic services, offering payment and even financing.","The company has expanded those incidental services , offering payment and uneven financing .",0
"A 32-year-old mother of two is suspected of drowning her children in a bathtub before slashing her wrists in an unsuccessful suicide attempt, police said.","A 32-year-old mother of two is suspected of drowning her children in a bathtub before slashing her wrists in an successful suicide attempt , police said .",0
"Revelations of the expenditures shocked some employees at Delta, an airline that has posted huge losses and cut jobs as it struggles with increased security costs and fewer passengers.","Revelations of the expenditures shocked some employees at Delta , an airline that has posted huge losses and cut jobs as it struggles with decrease security costs and fewer passengers .",0
"Outside the court, Sriyanto denied to The Age that he had done anything wrong.","Outside the court , Sriyanto denied to The Age that he had done anything rightfulness .",0
"The state previously conducted two triple executions and two double executions, a practice it says is intended to reduce stress on the prison staff.","The state previously conducted two triple executions and two single executions , a practice it says is intended to reduce stress on the prison staff .",0
At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1.,At least 26 American troops have been killed in amicable fire since minor combat was unofficially declared over on May 1 .,0
"It also added that both proposals would allow Vivendi Uni to maintain ""a substantial minority interest in a U.S. media corporation with excellent growth potential.""",It also added that both proposals would allow Vivendi Uni to maintain `` a insubstantial minority interest in a U.S. media corporation with excellent growth potential . '',0
"Strikingly, the poll saw very little difference between women and men in their feelings about the former First Lady.","Strikingly , the poll saw very big difference between women and men in their feelings about the latter First Lady .",0
"The 25 percent hike takes annual UC undergraduate tuition to $4,794 and graduate fees to $5,019.","The 25 percent hike takes biennial UC undergraduate tuition to $ 4,794 and graduate fees to $ 5,019 .",0
Hundreds of reporters and photographers swamped the town and the short hearing involving the five-time All-Star was carried live on national cable networks.,Hundreds of reporters and photographers swamped the town and the retentive hearing involving the five-time All-Star was carried dead on international cable networks .,0
"""The time has come to make public places smoke-free,"" they wrote in a letter to the Times newspaper.","`` The time has come to make private places smoke-free , '' they wrote in a letter to the Times newspaper .",0
"In 1999, two years before his death, Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.","In 1999 , two years before his death , Mr. Nielsen told an interviewer that he thought the rock face would outlive him by few years .",0
Police have arrested 21 people in connection with the murder of a young Nigerian child whose headless and limbless torso was found floating in the river Thames.,Police have arrested 21 people in connection with the murder of a old Nigerian child whose headless and limbless torso was found floating in the river Thames .,0
Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building.,Supporters asked a unitary court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building .,0
"""I'm quite positive about it, except that I would not want to cut across things that are now occurring,"" he said.","`` I 'm quite negative about it , except that I would not want to cut across things that are now occurring , '' he said .",0
"""Instead of pursuing the most imminent and real threats - international terrorists - this Bush administration has chosen to settle old scores,"" Graham said.","`` Instead of pursuing the most imminent and unreal threats - national terrorists - this Bush administration has chosen to settle new scores , '' Graham said .",0
