Title1,Body,Id,CreationDate,Title2,Body,Id,CreationDate
How to invent a new language in writing?,"<p>I'm inventing a new planet with a new species and I don't have an official language for them. I need help with how to give them speech.</p>
",28569,08-06-2017 03:47,How can I effectively invent a language?,"<p>I want to make a particular language that adapts to the story. And the language has to have x and y and e characteristics for example. </p>

<p>Is there a protocol to follow on the process of making a language for the sake of a story? (I don't talk about making a complete language with grammar and alphabet[okay maybe alphabet]) But on a simple way to make it believable.</p>

<p>I'm not sure if the question is clear, if not please comment so I can improve it.</p>
",4368,03-11-2011 09:37
How to expose a reader to the rules of a fantastical world?,"<p>I am currently in the process of re-writing my play Black Tape as a novel. Because of the change in format, more needs to simply happen - which I am entirely okay with. Main feature of the universe in which it is set is that death (and by extension afterlife, destiny and the flow of time itself) is run as a heavily bureaucratic LLC.</p>

<p>I have considered introducing a new protagonist into the role of new employee to make transition into this world easier on the reader, but I am afraid this would drag too far away from the main story which mostly involves the higher-ups.</p>

<p>What alternate techniques could I employ without diving into ""as you know"" territory?</p>
",28581,08-06-2017 12:54,How should I introduce new and complex technologies or tools?,"<p>I'm writing a Science Fiction book. While this book doesn't push reality very far, there are some new technologies and tools that I have added. One tool is used more frequently than all the others, and it has a very complex system (although there are other systems just as complex used somewhat less frequently in the story). For the sake of this question, we'll call it MYTO. The protagonist and the other supporting characters use MYTO on a regular basis, and an adequate understanding of it is critical to understanding and enjoying the story due to the frequent use of it. Normally, it wouldn't be a problem for me to introduce it and describe its functions. However, due to the complexity of MYTO and the systems surrounding it, I've found myself in a bit of a predicament.</p>

<p>I've written several drafts and concepts trying to describe MYTO and the systems it uses, and I've ruled out an all-at-once approach - it would take too long, and the reader would get lost and bored. Because MYTO is used in settings with high action, it is very difficult to describe it as I go along.</p>

<p>For a bit of a background, MYTO was a pre-existing technology based on other communication technologies used by the military and special forces in my story. My main character took it and modified it to create an improved version with several more functions and more polished functionality. I've tried to write this out, but it also gets very technical and boring, so I'm put back to square one.</p>

<p><strong>How should I go about introducing the technology and its functions?</strong> Some of the functions can and have been explained throughout the story as needed, but they are lesser functions.</p>

<p>If any additional information is needed, please let me know in the comments.</p>
",7537,01-04-2013 20:17
"How to avoid stacking headings in documentation, theses etc","<p>I very often come into situations where I either stack headings, i.e. I have headings with no content, or where I write some content under a heading just for the sake of it not being empty.</p>

<p>Completely made up example:</p>

<blockquote>
  <h2>7 Descriptions of country flags</h2>
  
  <h3>7.1 Description of the Finnish flag</h3>
  
  <p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris fermentum, erat eget pretium gravida, tortor augue lacinia eros, quis ornare tortor dolor sed est. Mauris consequat ultrices massa at suscipit. Suspendisse interdum ac nulla vel vestibulum. Curabitur ut nisl lobortis, dapibus sem a, volutpat mauris.</p>
  
  <h3>7.2 Description of the Swedish flag</h3>
  
  <p>Pellentesque euismod pharetra purus, sed pretium lacus posuere quis. Ut elementum nisi quis arcu sollicitudin, id fringilla quam bibendum. Morbi lacus nibh, condimentum quis odio facilisis, dignissim mattis purus. Vivamus velit odio, gravida quis eleifend molestie, pellentesque quis nunc.</p>
</blockquote>

<p>In these cases, I usually put something completely pointless under 7, like ""This section will describe the flags of some European countries"". What would be a better solution? </p>
",28646,12-06-2017 11:22,Put text between section and subsection headings?,"<p>Are there rules about whether or not to put text between section and subsection headings (in scholarly works)?</p>

<blockquote>
  <p>1 section heading</p>
  
  <p>text / no text here?</p>
  
  <p>1.1 subsection heading</p>
  
  <p>more text</p>
  
  <p>1.2 subsection heading</p>
  
  <p>...</p>
</blockquote>
",2250,26-03-2011 20:42
Planning ahead or going with the flow?,"<p>My friend is writing a book, but he plans far ahead. I just think of a thing and write it, and if it doesn't make sense, I tweak it to fit. </p>

<p>Is it mandatory to plan in advance what will go on in the story, or is it okay to just free write and edit later?</p>
",28846,21-06-2017 19:36,"Is it OK to invent as I write, or should I plan the entire story first?","<p>I have read Harry Potter and am a big fan of J.K. Rowling's writing and I had always had this urge to blog <strong>and</strong> to write. So, I started a blog - <a href=""http://2200ce.blogspot.com"" rel=""nofollow"">2200 Common Era</a>. </p>

<p>I've the basic idea of writing a science fiction set in the backdrop of space.
I don't know the whole story or to say, I don't have the whole story in my mind. </p>

<p>I decide what should be written next only when I am writing that. So, I want to ask what should I do? Should I build the whole story and then reproduce it in written, or think of story each time I write?</p>
",12984,29-09-2014 11:41
"What medical advice can you offer for ""world builders disease""","<p>World builders disease is a medical condition in which a person becomes so invested and obsessed with building their world that they forget to write the story that goes with it. Their minds are so filled with great ideas but they never make it to print. Common Symptoms include obsessive attention to detail, constant re-editing, severe diarrhea , procrastination, fear of opinions, and over-analyzation.</p>

<p>Constant innocents have fallen prey to this horrible disease, and it is the number one killer of settings with great potential. It progresses over the course of stages, with the 4th stage being incurable. Male and female survivors report being bed-ridden for many months in excruciating agony, suffering from its debilitating side effects, forgetting to eat, sleep, or even breath. In rare cases, it can cause death.</p>

<p>Do you have any experience with this condition? How did you survive? What medical advice can you offer to those who have become victims of it?</p>
",28857,22-06-2017 11:56,How does one deal with world builder's syndrome?,"<p>I am a planner in the extreme. I tend to drift toward fantasy oriented novels when writing; it's just what comes out. This means that I do quite a bit of planning for the world that the story will be set in. I know that's not a bad thing, but I have noticed that I have a tendency to get bogged down in specific events - especially historical events. I'll find myself describing entire battles or diplomatic missions or even important local events as though they were the story itself - and almost none of that is <em>ever</em> going to even show up in the story!</p>

<p>I really enjoy that preparation, but eventually my notes become so unwieldy, it's hard to actually sit down and write the story while keeping it all straight. Not to mention that it's kind of wasting time when I could be writing.</p>

<p>My questions are: Is there a helpful way to gauge when ""enough is enough""? How do I put an end to this world builder's syndrome I've got? Or at least keep it in check? Does anyone have any advice on how know when it might be necessary to do some more fleshed-out preparation and when it's just wasting time (and accumulating too many notes)?</p>

<p>By the way, my average preparation results in something on the order of 150,000+ words (the most I've ever written is 300,000). In other words, I consistently find myself writing a novel before I even write my novel. And I <em>know</em> it's hindering more than helping me. I just don't even realize I'm doing it most of the time until it's too late.</p>

<p>[And, of course, less than a month after asking this question, there is a wonderful post which answers most all of my questions on Patricia Wrede's blog: <a href=""http://pcwrede.com/blog/obsessive-overbuilding/"">http://pcwrede.com/blog/obsessive-overbuilding/</a> - it is well worth reading if you're interested in this topic.]</p>
",796,11-12-2010 14:17
I need help with this story!,"<p>My story ""Finding Akita-Sama"" and i`m stuck can someone help me get further into the story? What do I put next? How do I show and not tell? I really need help with this fanfic! Thanks!</p>
",28894,25-06-2017 00:48,What does Show don't Tell actually mean,"<p>I am asking this question because I think we need a precise definition of what Show Don't Tell means if we are to decide if it is good advice or bad, or if it is a valid suggestion for certain passages but not a general rule for a whole book.</p>
<p>Orson Scott Card was a particular critic of Show Don't Tell</p>
<blockquote>
<p>OSC Replies:
You said: &quot;I made it a point throughout the novel to not tell motivations, but try to show them.&quot;</p>
<p>And you did this because ... of those morons who told you &quot;show don't tell&quot;?</p>
<p>Because motivation is unshowable. It must be told. (In fact, most things must be told.) The advice &quot;show don't tell&quot; is applicable in only a few situations -- most times, most things, you tell-don't-show. I get so impatient with this idiotic advice that has been plaguing writers for generations.</p>
</blockquote>
<p>But in <a href=""https://writers.stackexchange.com/questions/24110/how-do-i-express-that-a-culture-has-a-different-standard-of-beauty/24162?noredirect=1#comment34478_24162"">this discussion</a> it is suggested that reporting of motivations is allowed in Show Don't Tell, which provokes the question: what is in and what is out in Show Don't Tell. Because if it is good advice or bad, we can't expect people to follow it if it is not well defined.</p>
",24163,16-08-2016 15:46
How long is a typical chapter?,"<p>I'm using Google Docs to make my first attempt at writing a novel (aka destroying my soul). I'm using 12pt Times New Roman, double spaced. I'm interested in how many pages in that format would make up a typical chapter?</p>

<p>I feel like I'm at a decent stopping point, but I don't know if I have enough. I've got about 5 pages written currently.</p>

<p>Thanks for any input!</p>
",28949,27-06-2017 23:36,What is a normal length for a chapter?,"<p>I've always had trouble determining whether my chapters are within the same size realm as chapters in standard books.  Since it isn't exactly feasible to count the number of words in a chapter of published work, I've always just guessed.</p>

<p>Recently, my chapters have been between 3000-5000 words.  How does this compare to chapters in published novels?</p>
",41,18-11-2010 21:23
Internal and telepathic dialog,"<p>I'm writing a story about mental telepathy.  In it, I have telepathic dialog between two characters.  First let me say that I've been writing internal dialog i.e., thoughts, using italics.  Example:  </p>

<blockquote>
  <p><em>The poor man's gonna die of fright,</em> he thought.</p>
</blockquote>

<p>When I write telepathic dialog, I've also been italicizing it; this way the reader can differentiate between verbal dialog and telepathic dialog.  I would like to know if I should use quote marks on the italicized telepathic dialog.  </p>

<p>I would appreciate knowing whether or not I should italicize the telepathic dialog and if I should use quotations as well.</p>
",29554,03-08-2017 20:45,What is generally the accepted format style for telepathic communication in the midst of verbal communication?,"<p>At this point in my story, it's already been revealed that 2 characters share a telepathic link with one another that allows them to communicate to each other with their minds.</p>
<blockquote>
<p>&quot;Now before we get to business there is one issue I must resolve,&quot; Hitagi said, getting up before pinning Kabaru against the wall with her heel. &quot;Care to explain why the hell you thought it funny to send me photos of a prostitute who looked like you?&quot;</p>
<p>&quot;How do you know it's me in here?&quot; Kabaru asked, her voice distorted by the vocal mask inbuilt into her helmet. <em>&quot;Yulia, help?&quot;</em><br/><br/>
<em>&quot;I told you off for the same thing too remember? Don't be surprised if Rise starts beating you with her staff after this now that she know the truth.&quot;</em></p>
<p>Hitagi turned her head sharply glaring at Yulia. &quot;Knock it off. I know you're both using that telepathy thing.&quot;</p>
</blockquote>
<p>As you can see currently when I want to show that a conversation is occurring in the minds of characters, I use italics (plain text wise I use <code>&lt;i&gt;</code> tags to show where it goes). This way it distinguishes this from the vocal stuff with having to repeatedly say &quot;he/she said in his/her mind.&quot;</p>
<p>Is this the generally the accepted format style for telepathic communication in the midst of verbal communication? If not, and if there is one, what would be the general format style for this?</p>
",24627,15-09-2016 06:46
Using direct references to Marvel without being sued,"<p>Can I make a low-key reference to a Marvel movie in my book without anyone noticing? </p>

<p>And if they do notice, can I get sued?</p>
",30198,12-09-2017 20:27,Using Names for Weaponry used in Actual Games,"<p>I've recently looked at the chat that talks about the question of referencing actual military weapons in your writing.  Since I'm writing a science-fiction novel, that's not too big of a problem for me; however, this causes me to raise a question: how does this apply to weapons from video games? For instance, Pixonic's game War Robots has some weapon names that I would like to use in the novel, as some of the things in the book have weapons with the same function. </p>

<p>Is it safe to include the names of these weapons (like Zenit or Molot) to correspond to the guns, or do I have to come up with another, original name and reference it to have a similar function to the actual in-game weapon?  As of now, I'm assuming I can use the name because I'm clearly stating in my novel that the designers in the story gave it the name because they were lazy and decided to use the name featured in the actual game that uses it.  In that case, I will tell where the original name came from.</p>
",29945,28-08-2017 04:02
One of my characters laughs a lot,"<p>Okay, so I have noticed that my one character, Liam, laughs a lot in my novel, due to something he thought was hilarious or to ease his mind. But he laughs <em>too damn much</em>. </p>

<p>Would you guys like a character like that or is it too much for readers to handle in a ""serious"" book?</p>
",30275,18-09-2017 21:37,How much humour can you afford to have before losing a serious atmosphere?,"<h2>Background</h2>
<p>When I first tried writing fantasy - a long long time ago - I wrote a book that was meant to be really serious and intense. However, I wrote it in a way where the characters joked around, and had more fun than they should have been having in a really dire situation. The whole thing turned into more of a comedic piece rather than being serious fantasy, and lost the atmosphere.</p>
<p>My new <strike>masterpiece</strike> trilogy is an epic. I've kept it super serious and to the point, and it's gone <strong>really really really really</strong> well. I'm infinitely happy. However, upon beginning book two, which I started 4 days ago, I have started slipping back into old habits. The characters keep making jokes, and generally enjoying themselves even despite the fact that their home has just been destroyed. I've gone through and edited some of the the humour out and have kept a bit more of the atmosphere of loss and mourning, but I came up with this question while doing it.</p>
<h2>Question</h2>
<p>Let's get right to it:</p>
<blockquote>
<p>How much humour can you have before you lose the serious, intense atmosphere?</p>
<blockquote>
<p>Is it right to include humour when something absolutely <strong>grievous</strong> is going on in the character's lives?</p>
</blockquote>
</blockquote>
<p>I feel as if I've got a good grip of it at the minute. I know what is silly and I should edit out, and what I should keep. However, this question does intrigue me!</p>
",25969,10-01-2017 18:01
how many words minimum?,"<p>I submitted a query and was told my book is too short for mainstream publishing, as it comes in around 25,000 words.  Does anyone have feedback for how many words are needed, or how to get a ""small book"" published?</p>
",30319,20-09-2017 19:06,Where are standard wordcounts for different types of fiction found?,"<p>I've heard it said on here that 100,000 words is about right for a novel, 20,000 is about a novella and much too much for a short story...</p>

<p>What are the sources for these numbers, are there more I am not aware of, and is there any current debate on the validity of them?</p>
",29255,17-07-2017 07:55
What is the purpose of showing,"<p>If I have a hard time dissecting showing directly, then I just simply ask about the end result: <strong>What showing wishes to create in the readers?</strong></p>
",31711,27-11-2017 19:12,What does Show don't Tell actually mean,"<p>I am asking this question because I think we need a precise definition of what Show Don't Tell means if we are to decide if it is good advice or bad, or if it is a valid suggestion for certain passages but not a general rule for a whole book.</p>
<p>Orson Scott Card was a particular critic of Show Don't Tell</p>
<blockquote>
<p>OSC Replies:
You said: &quot;I made it a point throughout the novel to not tell motivations, but try to show them.&quot;</p>
<p>And you did this because ... of those morons who told you &quot;show don't tell&quot;?</p>
<p>Because motivation is unshowable. It must be told. (In fact, most things must be told.) The advice &quot;show don't tell&quot; is applicable in only a few situations -- most times, most things, you tell-don't-show. I get so impatient with this idiotic advice that has been plaguing writers for generations.</p>
</blockquote>
<p>But in <a href=""https://writers.stackexchange.com/questions/24110/how-do-i-express-that-a-culture-has-a-different-standard-of-beauty/24162?noredirect=1#comment34478_24162"">this discussion</a> it is suggested that reporting of motivations is allowed in Show Don't Tell, which provokes the question: what is in and what is out in Show Don't Tell. Because if it is good advice or bad, we can't expect people to follow it if it is not well defined.</p>
",24163,16-08-2016 15:46
"IRL companies roasted in fiction, what would happen?","<p>So, It's now just out of plain curiosity, if I were to write:</p>

<blockquote>
  <p>During those times, selfish assholes ruled over a significant part of
  Earth, the three most notorious of them was Google, the ministry of
  Family Friendly content, Fakebook, Ministry of fake news, and <a href=""https://en.wikipedia.org/wiki/Nestl%C3%A9#Controversy_and_criticisms"" rel=""nofollow noreferrer"">Nestle</a>, the ones who privatized water.</p>
  
  <p>When the Alliance of three <em>(benevolent conspiracy)</em> revealed
  themselves, the first one to fall was obviously Nestle, I still recall the day
  when Hitler-chan <em>(the codename of a member of the benevolent
  conspiracy)</em> stormed into the meeting room, wearing his trusty GP-7 gas
  mask holding a fuming flask, filled with a combination of vinegar and
  bleach. </p>
  
  <p>As soon as they spot them, the guards, quickly stood aside, not wanting
  to ruin the show... </p>
  
  <p>...Funny thing about chlorine gas (what Hitler-chan
  cooked up) is that it's really effective once in contact with water,
  melting your lungs when inhaled.</p>
</blockquote>

<p>Trivia:</p>

<ul>
<li>In the Wikipedia page of Nestle, the controversies tab's first line (directly below the title) reads: <em>""This list is incomplete; you can help by expanding it.""</em></li>
</ul>

<p><strong>Humor aside, what would happen (from a legal perspective) to a novel/story/whatever, if it's a fiction and it contains something similar to the example I made?</strong></p>
",31750,30-11-2017 19:56,How far does libel extend in writing?,"<p>Suppose I wrote a book. Suppose it had a normal modern fictional story about it. Suppose that the characters aren't based on real people and have no relation to anyone. Suppose <em>in the background of the story</em> I'd depict Tim Tebow shooting heroin in the bathroom (not to sound goofy; it's just an example) but its not a major plot point, but only serves as device to introduce the setting.</p>

<p>Basically, because its a minor detail, would this be considered ""harsh fiction"" or ""libel"" and just how far does it extend?</p>

<p>Just because it was said in one line of text doesn't mean I'm defaming Tebow; I'm simply posing a fictional scenario to give setting that the world the character is in is a world based off of pop culture (to allude to modern society in the US).</p>

<p>Suppose instead I wrote a character saying, ""Brittany Spears is a whore."" Despite that its a fictional character saying something that literally is meant to defame Brittany, is not meant in true reality to defame her. (Even though she already defamed herself. haha)</p>

<p>Does libel extend this easily into fiction? Does it depend on how I write and what its about?</p>

<p><strong>I'm not actually writing about Tebow or Spears. It was an example.</strong></p>
",12445,21-07-2014 22:46
How to expand my vocabulary?,"<p>I wanted to write something for a long time. But what I think is, in writing the choice of words plays a very significant role. From where I can learn this thing?<br>
I think I don't have enough words in my active vocabulary to write what I feel or want to write.</p>
",32159,26-12-2017 10:32,Tips for expanding my vocabulary?,"<p>Looking back through my texts, I noticed that I often use a lot of the same words and resort to using quite a basic vocabulary. I was wondering if there are any good exercises or anything else for expanding my active vocabulary. I know that the first thing to do is to read more, which definitely helps, at least with passive vocabulary, but any other suggestions?</p>
",653,02-12-2010 01:20
