Title1,Body,Id,CreationDate,Title2,Body,Id,CreationDate
How Do I Disconnect This Plastic Wire Connector?,"<p>I am trying to disassemble my Kenmore Elite clothes dryer so I can test the thermal fuse. I need to disconnect wires that are held together with a plastic wire connector. Can anyone tell me how I get this specific connector to disconnect? (See pic in link) Thanks!
<a href=""https://i.stack.imgur.com/yabA9.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/yabA9.jpg"" alt=""enter image description here""></a></p>
",180199,12-12-2019 21:10,Can't find the release for this wiring harness connector,"<p>I am unable to unlock any ""tabs"". The video text just says use a slot screwdriver to release the locking tabs. Any help is appreciated. </p>

<p><a href=""https://i.stack.imgur.com/6UGe5.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/6UGe5.jpg"" alt=""Harness with locking tabs""></a></p>
",164960,12-05-2019 20:00
Strange beeping sound at around 3:30 AM?,"<p>So, I went to sleep like normal, but at around 3:30 AM, I get woken up by weird beeps in/out of my house. It occurs every 8 seconds. It's kind of a low noise, and it only sounds for a split-second. I have no idea what to do and I'm freaking out. Please tell me someone else has had this problem before!!</p>
",180049,10-12-2019 09:47,what is beeping in my house?,"<p>I know this sounds like a silly question and it may be closed before it may get a single answer but there is something strange in my house which beeps infrequently. I tried to troubleshoot the sound but no luck. I thought may be its coming from the living room but there is nothing special in the living room which may make a beep sound.</p>

<p>Can someone point me what should i look for to figure out what is making this sound?</p>
",10871,23-12-2011 19:49
Something is beeping in my house intermittently. It is not the smoke or carbon monoxide detectors!,"<p>We are having a very infrequent beep occur in the house.  It lasts about one second and then stops for a long time, about once an hour or so.  I can't tell what direction it is coming from but we have checked all the smoke and carbon monoxide detectors.  We can hear it pretty clearly from the living room and dining room.</p>
",179671,04-12-2019 21:39,what is beeping in my house?,"<p>I know this sounds like a silly question and it may be closed before it may get a single answer but there is something strange in my house which beeps infrequently. I tried to troubleshoot the sound but no luck. I thought may be its coming from the living room but there is nothing special in the living room which may make a beep sound.</p>

<p>Can someone point me what should i look for to figure out what is making this sound?</p>
",10871,23-12-2011 19:49
Spike in electrical consumption,"<p>I am a snow bird from North US and go to warm weather in Winter. I winterize my house in the North with only Oil Furnace, and a Fridge on. No other appliance is kept on. For most winters my electric usage ( and the bill) was quite low. This winter however every month it was 3X the normal. I called the Electric Utility. They suggested may be one of the 2 appliances was using a lot of electricity.</p>

<p>Is it possible for a fridge to use 3X more electricity? If yes how do I confirm that? Is there a Test device that will tell how many KWH the appliances are consuming?</p>
",138865,13-05-2018 13:27,Easiest/affordable way to monitor what's using power in your home?,"<p>My electric bill seems to be unusually high. </p>

<p>I'm trying to figure out if there is an issue somewhere (faulty wiring, someone stealing power etc) or if one of my devices is a power hog. </p>

<p>Does anyone know of an easier way to monitor the use of their electric? </p>
",91470,27-05-2016 15:23
How can I tell if my junction box will support a ceiling fan?,"<p>I want to install a drum type ceiling fan to the dining room ceiling of a new condominium I just bought. The drum type fan with a light weighs 24 lbs, as per the Home Depot website. How can I tell if the junction box will support this fan? </p>

<p>I would like not to have the electrician come twice i.e, first to look at the installation and then again, to install or maybe just tell me the fan unit is too heavy for the junction box.  The management cannot seem to tell me what the box will support.Thanks</p>
",160250,20-03-2019 14:21,How to tell if a ceiling junction box is braced to hold the weight of a ceiling fan?,"<p>My new home is almost done being built, and one of the extras I asked for was for two of the rooms to have junction boxes in the ceiling suitable for hanging a ceiling fan in the future.</p>

<p>The light fixtures haven't been installed yet so I can see inside the junction boxes but can't really distinguish between the braced boxes and the regular boxes.  The attic is extremely limited access so I want to avoid crawling around up there to look for a brace.</p>

<p>Is there a quick or easy way to distinguish between a junction box that is able to carry the weight of a ceiling fan safely versus one that is not?  I could just take their word for it but they haven't had a very reliable track record so far when it comes to following through with my requests even when they tell me they will do it.</p>
",21082,28-11-2012 14:46
Match Paint Over Wall Repair,"<p>I have an apartment with 5 rooms inside. I painted the whole studio five years ago. I didn't really use the room. I left the apartment closed. The paint on the wall now dried out, a little faded from the original color. Some parts are damaged but the whole studio still remains the same.</p>

<p>I've already fixed the damage and I'm finding it hard to match the paint to the existing color of the room. I don't want to repaint the whole studio. Do you know any way to do that?</p>

<p>Thank you for your time.</p>
",160317,21-03-2019 10:46,How can I match the wall color after dent fixing?,"<p>I used to have a couple of small dents in one of my walls (the walls are plastered brick if that matters). I covered them and the wall is now smooth. However the main issue I have right now is the paint. Is there any way to paint the fixed areas without painting the whole wall and without having a noticeable difference between the old wall color and these fixed patches?
First I thought about trying to match the original color but there are 2 problems with that:</p>

<ol>
<li>I didn't paint the wall in the first place and finding the exact color will be impossible.</li>
<li>I assume that since the wall paint is fairly old, even if I find the exact color, it is still going to be different from fresh paint.</li>
</ol>

<p>Any ideas?</p>
",41381,26-04-2014 10:46
Wiring switch+outlet combo?,"<p>The box used to have just a switch controlling an overhead light. It has 1 white and 1 black (Canadian wiring btw). I got a plug and switch combo and want the plug to always be on, with the switch only controlling the overhead light. How should the wiring look?</p>
",140279,08-06-2018 18:12,Add combo (switch and outlet) with only two wires out of wall for the current light),"<p>I probably have this diagram for my project. Or problem.</p>

<p><strong>Facts</strong>: </p>

<p>a) only 2 wires out of wall, B &amp; W;</p>

<p>b) switch ON, lights ON</p>

<p><em>Ceiling electrical box</em>: </p>

<p>One black and one white connects to the ceiling light fixture. 
<a href=""https://i.stack.imgur.com/0K8Us.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/0K8Us.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/0cgkl.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/0cgkl.jpg"" alt=""enter image description here""></a></p>

<h2><strong>Project</strong>: I need to add a combo switch/outlet</h2>

<p><strong>UPDATE</strong> after suggestions</p>

<p>Grey= Neutral
Is this right?
If it is, it seems to me receptacle will be ON at all times, right? </p>

<p><a href=""https://i.stack.imgur.com/rybSZ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/rybSZ.png"" alt=""enter image description here""></a></p>
",128487,06-12-2017 07:28
Using a dimmer on a light plugged in to a receptacle,"<p>My home is 42 years old. The kitchen lighting consists of 2 48"" fluorescent shop lights each plugged into a normal 110v receptable. It uses a standard, 1 way, on/off switch. I want to convert from fluorescent to incandescent and still use the plug. I intend to use a 6 light incandescent vanity bar and low wattage (25w or 40w bulbs). However, since there will not be any other type of fixture being plugged into that receptacle except the incandescent light bar, can I use a dimmer switch without hard wiring the fixture? can I use the plug/receptacle? The circuit uses a 15A circuit breaker. I do not want to violate and electrical building codes. </p>
",160377,22-03-2019 05:32,Electrical outlet on a dimmer switch?,"<p>I live in an older house and have some outlets in our kitchen that don't make sense to me. We have one outlet that is tied to a dimmer switch on the opposite side of the room. I can detect that the outlet is hot using my voltage detector (when the dimmer switch is all the way on), but it pulses. I get about 6-7 beeps, then it skips one, beeps 6-7 more times, skips, continue. My GFCI tester shows an open hot. The outlet doesn't work.</p>

<p>I'm not very experienced with electrical work but this sounds highly unusual to me. Where should I start with fixing the issue? </p>
",100399,04-10-2016 10:39
Sub panel wire run,"<p>I am trying to install a 60 amp sub panel in my house to power my wife's saltwater tanks. I know I need 6/3 to go from main panel to sub panel. My question is I have to run it along the wall to get to the ceiling then down the wall to get to sub panel. What type of wire and do I need conduit? The sub panel will be just outside the backdoor under the porch. Coming out of main panel the wire will be exposed upto ceiling then over about 2 feet at which time will go into ceiling. Then will come out porch ceiling outback into the sub panel. Project is on hold to I can get clarification.</p>
",161191,02-04-2019 01:59,Do I need conduit for the exposed portion of a sub-panel feeder?,"<p>I am trying to install a 60 amp sub panel in my house to power my wife's saltwater tanks. I know I need 6/3 to go from main panel to sub panel. My question is I have to run it along the wall to get to the ceiling then down the wall to get to sub panel. What type of wire and do I need conduit? The sub panel will be just outside the backdoor under the porch.</p>
",160015,17-03-2019 20:16
Are 15A receptacles safe on 20A circuits?,"<p>I recently got a circuit added to my spare room to grow some tomatos, the lighting I am going to be using is 8amp on each plug, I noticed the electrician didnt install a 20A rated receptacle with the side blade but installed a 15amp instead. I am wondering if this is safe, it is the only receptacle on the line. Pretty simple fix to swap it out if need be 
<a href=""https://i.stack.imgur.com/TS7cp.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/TS7cp.png"" alt=""enter image description here""></a></p>
",161299,03-04-2019 16:26,Why is it safe to use 15 A receptacles on a 20 A circuit?,"<p>OK, the one answer I got was way off target, and another commenter couldn't figure out what I was asking, so I'm restating the question...</p>

<p><strong>Are 15A 3-prong grounded outlets actually rated to 20A, allowing them to be used on 20A circuits? And if so, why, when the outlet can never be asked to supply more than 15A by anything that would be plugged into it?</strong></p>

<p>More info:</p>

<p><a href=""https://diy.stackexchange.com/questions/11803/would-there-be-a-problem-installing-20a-switches-on-a-15a-circuit"">This question</a> had a comment that 15A outlets were actually rated to 20A. However, by design, there is nothing that will plug into a 15A outlet that will draw more than 15A. An appliance that draws more than 15 amps would have a ""T-blade"" plug that wouldn't go into a standard 15A outlet. </p>

<p>In addition, outlets are always wired in parallel, meaning that a 15A outlet would never have to transmit the amperage draw of a ""downstream"" outlet; you never ""daisy-chain"" outlets by connecting hot to neutral, for a number of reasons.</p>

<p>So, there is AFAIK no situation in which a 15A receptacle would ever have to handle more than 15A, even if installed on a 12AWG, 20A-breaker circuit.</p>

<p>If all the above is true, why would a 15A receptacle even have to be rated to 20A?</p>
",12763,07-03-2012 20:04
"Replacing a 1963 GE 125 Amp, 240V service panel","<p>In a recent question I asked about finding parts for my old 1960s electrical panel. I've given up on finding parts, and this new question is about replacing it with a new, modern panel:</p>

<p>One of the lugs burned up in my house's service panel. It was installed when the house was built in 1963. The lug is integral to the panel, and the panel is no longer available. I've looked for used panels of that model -- a GE TRX2012F -- but did not find any. So I'm told I need a new service panel. </p>

<p>I want to do the replacement myself. I've done minor DYI electrical work but nothing this involved. I'm reading and watching what I can find on replacing electrical panels. Can anyone offer answers to any of my questions below?</p>

<p>1) First, any suggestions on what panel to choose? The current one is installed flush in an unfinished stud wall. But surface-mount on top of the studs sounds fine to me too. There is about 14.5"" between the studs, and they are about 3.5"" deep. There is no real limit on height except that some bolts for the meter pipe extend into the wall about 6 - 7 inches above where the feeder wires come out of the wall from the meter.</p>

<p>2) Next, should I expect to reuse the breakers, or do I need new ones? If new ones, can you suggest what I need?</p>

<p>3) Regarding the fat black wires running from the breaker at the upper left down to between breakers below -- would I be duplicating that, or is that done differently in today's panels?</p>

<p>4) I'll need to know how to shut off the power to the panel box. If I understand correctly that would be done at the meter. And since the meter is locked by the power company, I believe that would mean calling them and asking them to turn it off, then asking them to come out and turn it back on when I'm done. Is that correct?</p>

<p>5) Are there any other components, or any special tools, I'll need?</p>

<p>Thanks! Pictures below:  </p>

<p><a href=""https://i.stack.imgur.com/piaU9.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/piaU9.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/KbcQK.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/KbcQK.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/RvfYR.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/RvfYR.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/JKaHM.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/JKaHM.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/ltKvk.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ltKvk.jpg"" alt=""""></a>
<a href=""https://i.stack.imgur.com/yANuC.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/yANuC.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/JzpkU.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/JzpkU.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/JazrA.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/JazrA.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/AwsYS.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/AwsYS.jpg"" alt=""enter image description here""></a></p>

<p>More pictures:<br>
<a href=""https://imgur.com/6nSQQBu"" rel=""nofollow noreferrer"">https://imgur.com/6nSQQBu</a><br>
<a href=""https://imgur.com/zgjKBqA"" rel=""nofollow noreferrer"">https://imgur.com/zgjKBqA</a><br>
<a href=""https://imgur.com/Bpi4sRE"" rel=""nofollow noreferrer"">https://imgur.com/Bpi4sRE</a><br>
<a href=""https://imgur.com/8vhZfW9"" rel=""nofollow noreferrer"">https://imgur.com/8vhZfW9</a><br>
<a href=""https://imgur.com/AZeDAKM"" rel=""nofollow noreferrer"">https://imgur.com/AZeDAKM</a></p>
",161416,04-04-2019 21:26,What options do I have to replace a failed service panel?,"<p>What are my options to replace an old service panel?   We had a terminal get burned up in our old 1960s GE (TRX2012S if it matters, it's a split-bus/rule-of-six panel). </p>

<p>The tech who looked at it said the part is no longer available, but that if I could find another old service panel just like it, he could swap in the part. Otherwise, it's going to be $2,000+ to replace it with a modern service panel, which also requires getting up to modern code, which involves a lot of other stuff. </p>

<p>EBay and Google isn't showing any direct replacements (or the flush-mount TRX2012F).  </p>

<p>What other options would there be to replace the panel internals?  Are the screw mounting holes compatible with modern GE panel internals? Is the main breaker separable and could that be changed alone?  </p>

<p>Enclosure dimensions are about 20.5"" x 12"". Front panel dimensions are about 22.25"" x 14"".</p>

<p>UPDATE:  </p>

<p>I'm looking at information on replacing the breaker box myself. As the homeowner I wouldn't be required to update anything else to get up to code. Does this sound like a good idea? I've done minor electrical DYI work but nothing this involved.</p>

<p>PICTURES:</p>

<p><a href=""https://i.stack.imgur.com/piaU9.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/piaU9.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/KbcQK.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/KbcQK.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/RvfYR.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/RvfYR.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/JKaHM.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/JKaHM.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/ltKvk.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ltKvk.jpg"" alt=""""></a>
<a href=""https://i.stack.imgur.com/yANuC.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/yANuC.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/JzpkU.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/JzpkU.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/JazrA.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/JazrA.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/AwsYS.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/AwsYS.jpg"" alt=""enter image description here""></a></p>

<p>More pictures:<br>
<a href=""https://imgur.com/6nSQQBu"" rel=""nofollow noreferrer"">https://imgur.com/6nSQQBu</a><br>
<a href=""https://imgur.com/zgjKBqA"" rel=""nofollow noreferrer"">https://imgur.com/zgjKBqA</a><br>
<a href=""https://imgur.com/Bpi4sRE"" rel=""nofollow noreferrer"">https://imgur.com/Bpi4sRE</a><br>
<a href=""https://imgur.com/8vhZfW9"" rel=""nofollow noreferrer"">https://imgur.com/8vhZfW9</a><br>
<a href=""https://imgur.com/AZeDAKM"" rel=""nofollow noreferrer"">https://imgur.com/AZeDAKM</a></p>
",161313,03-04-2019 19:32
What sort of dust is this?,"<p>I'm trying to identify the sort of dust shown below.<a href=""https://i.stack.imgur.com/we18F.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/we18F.jpg"" alt=""enter image description here""></a>
Several days after wiping a surface in my older apartment it shows up. It looks like synthetic fiber, yet there is no vent or isolation material that I can see, nor is there a carpet, bedding, or clothes in that room. No pet either.
Any idea?</p>

<p>As indicated in the comments I did ask a related question regarding the origin of the dust. The answers didn't solve the problem so I'm now asking about the nature of the dust, which isn't quite the same thing. Some folks may recognize it for what it is without wondering where it came from.</p>

<p><em>Answer: It's fiberglass, see <a href=""https://diy.stackexchange.com/questions/160127/apartment-dust-mystery/163884#163884"">Apartment dust mystery</a>.</em></p>
",161447,05-04-2019 14:49,Apartment dust mystery,"<p>In the main room of the older apartment I live in, dust is accumulating very quickly. There is no carpet (only hardwood floor), no curtain, no air vent, no pet, no bedding, no clothes. Previous tenants had the same problem so it's not something I brought in. </p>

<p>I cleaned thoroughly, including the baseboard radiator (which, as a test, I covered with cloth to ascertain it's not the cause), behind the range and the fridge (there is a small open kitchen corner). Yet, here's what a surface looks like 3 days after wiping it clean:</p>

<p><a href=""https://i.stack.imgur.com/8ocIN.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/8ocIN.jpg"" alt=""enter image description here""></a></p>

<p>The dust looks more like tiny fibers. In raking light, as seen here, it's quite impressive.</p>

<p>Any clue would be greatly appreciated.</p>

<p><em>For those who may have the same problem, the dust was fiberglass from inside the electric range. When burners were on, convection was sending tiny bits of it in the air.</em></p>
",160127,18-03-2019 22:18
How can I tell if it is safe to clip these wires?,"<p>We recently bought a little old house with a detached garage that had been converted into a study or studio. There's a great sagging bundle of cables running from the main house to the studio. Some are obviously phone lines, some look like coax cable. None are obviously power lines, but there's definitely electricity in the studio. </p>

<p>We don't have a landline and when we set up our cable they ran a new cable line, and I assume that if we ever wanted a landline they'd start that from scratch, too. So I'd really like to cut these cables, but I obviously don't want to go out with my wire cutter and snip the power line. </p>

<p>Where the power lines come into the main junction box from the street they run through porcelain insulators. I haven't figured out where the power for the studio actually runs. </p>

<p>I've tried to trace them to their respective sources, but at various points they've been painted over and it is really hard to sort out where each wire is coming from or going to.  </p>

<p>So my question is: how do I ensure that I won't electrocute myself before I cut any particular wire? </p>
",109398,27-02-2017 20:42,"When doing electrical work, what do I use to check wires are safe?","<p>If I am thinking of replacing a light switch, a light-fitting, a socket/outlet or doing other work with household wiring where there may be 120 Volts or 240 volts present ...</p>

<p>There is already a question on <strong><a href=""https://diy.stackexchange.com/q/47613/2815"">""what should I have <em>done</em> differently</strong> [to avoid electric shock]""</a> which is mostly about procedures but ...</p>

<p>what types of tools are available for testing that wires are safe and, as an average householder, <strong>which type of tool should I buy</strong> to help avoid electrocution?</p>
",90038,05-05-2016 17:21
Why am I getting shocked by a water heater?,"<p><em>I saw this question earlier, and wrote a lengthy answer for it (offline, as the text editor is not friendly to embedded graphics).  When I went to post the answer, the question had <strong><a href=""https://diy.stackexchange.com/questions/109369/why-am-i-getting-shocked-by-a-water-heater"">disappeared</a></strong>.  It had 0 answers at the time.  My best efforts to search for it yielded nothing. So I am re-summarizing the question here, and posting my answer.</em></p>

<p>I am in the Philippines, and I am getting shocked by my shower with electric hot water heater.   The Philippine codes are very similar to American NEC.  We are getting new 240V service installed. </p>

<p>While we wait, we are using the old service that was present.  This provides 220V/240V between only two wires, and does not provide a neutral.  I installed a new 8' grounding rod, and measured from the grounding rod to each wire, and got 120V.</p>

<p>The shower is a Panasonic DH-3JL2P.  It wants hot, neutral and ground.  It is giving me quite a strong shock.  Why is it doing this?  </p>
",109540,02-03-2017 00:44,Why am I getting shocked by a water heater?,"<p><strong>Background:</strong></p>

<p>I live in Metro Manila, Philippines where the electric distribution company, Meralco, delivers split-phase power to residential buildings. Our old (1980s) Meralco service drop consists only of 2 conductors, both phase conductors, and <em>no</em> neutral conductor. Phase-to-phase voltage is 240V, while phase-to-ground (measured with the help of an existing ground rod) is 120V.</p>

<p>We recently started the construction of a new house and wired it according to the Philippine Electrical Code (PEC). Based on my research, the PEC is very similar to the NEC. That said, the new house uses three-prong receptacles: 2 for the phases and one for ground. The grounding conductor is connected to a ground rod.</p>

<p>Since Meralco still hasn't energized the new house, it is temporarily connected to the old two-wire service drop, leaving the grounding conductor connected to the ground rod only (i.e. no connection to the load-side neutral yet).</p>

<p><strong>Problem:</strong></p>

<p>The heater in question is a Panasonic Shower Heater DH-3JL2P (rated at 3.5 kW). Its terminals are labeled Line (L), Neutral (N), and Ground (G). When I tested this heater initially, I had no idea that Meralco's supply is split-phase, not single phase. So I just operated it under the assumption that the line and neutral conductors are connected correctly at the receptacle (which actually doesn't matter now knowing that the supply is split-phase, i.e. both are line conductors, there's no neutral conductor).</p>

<p>Upon testing, the heater functioned properly as far as heating the water is concerned. However, I felt a significant electric shock when I touched the shower head where the heated water was coming from.</p>

<p>What could cause this shock to happen? I have a couple of ideas on why this happened, but can't really say for sure:</p>

<ol>
<li>Grounding conductor is disconnected to the load-size neutral (of the transformer).</li>
<li>Heater is expecting a single-phase supply, not split-phase.</li>
</ol>

<p>I can post a picture of the heater internals later.</p>
",109369,27-02-2017 10:52
Is my home likely to be damaged by nearby construction activities?,"<p>They start at 7 and go all day.  What can I do...is my house at riskThe .land behind my house is being built on.There is a lot of vibration all day.It feels like an earthquake..as they take down trees ANd put in pipes etc.
it actually shook several  pictures off wall yesterday...help</p>
",109940,08-03-2017 15:10,Is my nearby neighbor's foundation excavation a concern for my home?,"<p>Hope someone can answer my Question. I live in Milwaukee WI.My neighbor just informed me she will have to have her basement excavated. The side of her house is 14 feet away from the side of my house. I have a bi-level home. On the side of my home is a finished family room and bedroom. Should I be worried about heavy machinery doing damage to the foundation to my home that could cause problems in the future. Thank You in advance of your answers.</p>
",100375,03-10-2016 18:40
Has anyone dealt with leonlite low voltage ground lights?,"<p>I am having trouble with finding the right transformer for a set of 7w led ground lights I bought on Amazon, apparently they are not compatible with Leon lights</p>

<p>Any thought? </p>
",190443,18-04-2020 23:04,Why do my 7W LED ground lights flicker even though they're on a transformer,"<p>I bought:
Check this out at Amazon.com
LEONLITE 7W In-Ground Landscape Lighting, IP67 Waterproof LED Outdoor Well Light, UL Listed Linkable Pathway Lights, 12-24V, 3000K Warm White, for Yard, Garden, Patio, Pack of 6 <a href=""https://rads.stackoverflow.com/amzn/click/com/B07MB1N6Q2"" rel=""nofollow noreferrer"" rel=""nofollow noreferrer"">https://www.amazon.com/dp/B07MB1N6Q2/ref=cm_sw_r_other_apa_i_PgLLEb8NT16EG</a></p>
",190382,18-04-2020 03:09
House floors I can feel the cat walk across while sitting in a chair,"<p>I wrote earlier I can feel the cat walk across the floor-- while sitting in the sofa chair this has increased over the a short period of time.  The cat weighs 7 lbs.  This is the only house I have ever lived in that I have had this problem.  What is wrong with this house??</p>
",110838,24-03-2017 01:45,Why can I feel my seven pound cat walking across floor of my home?,"<p>The house is only 9 years old. (I am the second owner)   I know they settle but in the last year I can feel all movement across the floor- year ago I could barely feel anything but did notice that when someone walked across I could feel them go by.  But more recently the cat walking across to go to the chair I can feel that.  What is going on?  I know I should not feel the cat who is 7 lbs walking by or across the floor.<br>
Split level home
9 years old
Minnesota location</p>

<p>Is anyone out there that can explain this?</p>
",110597,20-03-2017 02:13
Noise Reduction,"<p>The area where I live recently added 2 more lanes to the main road.  I am the first street in.  Even though I installed double pane windows throughout the entire house the noise at night especially is maddening.  This seems like such a complex issue, high frequencies, md frequencies, hollow doors, etc...I am open to suggestion.  </p>
",131510,22-01-2018 19:21,What windows should be used to soundproof from traffic noise?,"<p>I am having a house built by a builder. On my contract, it is specified that 'Sound Attenuating' windows would be installed.</p>

<p>This is important as the house backs up to a busy road which provides a lot of noise. The seller agent sold it to me as sound proof windows, but the contract only states 'Sound Attenuating'.</p>

<p>It is now time to order the windows, and they are being ordered as double pane, one pane standard 1/8"" thick, the other 3/16"" thick. From what I have read this barely provides an STC of 31 <a href=""http://www.soundproofwindows.com/architect/specs/STC-Results-Soundproof-Windows.pdf"">Source - Vinyl 1/8+3/16 Dual</a> </p>

<p>According to Wikipedia, for STC, 30 is described as <a href=""https://en.wikipedia.org/wiki/Sound_transmission_class#Legal_and_practical_requirements"">Loud speech can be understood fairly well, normal speech heard but not understood</a></p>

<p>I feel like they are filling the contract technically, but not fulfilling the spirit of what the contract was intended to do which is to protect from the road noise.</p>

<p>What windows or soundproofing method should be used at a MINIMUM to not hear, say, 90% of road noise?</p>
",31136,27-08-2013 06:20
Drywall anchors or wood studs when securing a TV?,"<p>Which is better to use for securing a TV to the wall?</p>
",131158,18-01-2018 12:41,What benefit do plasterboard/drywall screws have?,"<p>I have some plasterboard screws like this: </p>

<p><img src=""https://i.stack.imgur.com/GddYz.jpg"" alt=""enter image description here""></p>

<p>However, without a drill I have a job getting them into the wall. Am I safe to use normal screws on hangings that aren't going to be taking a great deal of weight? In this case it is a rack of coat hooks.</p>
",16771,30-08-2012 22:36
Light bulbs burn out at the same time,"<p>twice in the last week all of the light bulbs in my house (those that were turned on) burned out at the same time.  What would cause this and is my house safe to stay in.</p>
",130421,07-01-2018 21:06,Why does my home's power fade and surge when I plug things in?,"<p>I live in Texas.  I ran 300 ft of aluminum electric direct-bury 4-4-2 from the pole on street to my new home. The pole is metered and yes, I had my utility's blessing to do so.</p>

<p>Everything worked perfectly for 6 months, but now suddenly if I plug anything (lamp, heater, charger ) in my lights dim, or sometimes if I plug in elsewhere things get very bright or plug in heaters work better or worse depending. </p>

<p>There’s no rhyme or reason to any of it. </p>

<ul>
<li>I have undone and redone every receptacle to be sure. </li>
<li>I installed 50 amp breakers in every slot of box on house to try to solve this problem to no avail. (I have never once tripped a breaker ever)</li>
<li>I haven’t been able to put up sheetrock because I don’t want to have to remove it. </li>
</ul>
",128773,10-12-2017 17:15
My Whrilpool refrigerator not working,"<p>My whirlpool side by side is not cold or making ice I have tried to reset the filer and it didn't fix the problem?</p>
",130055,02-01-2018 04:00,my whirlpool side by side refrigerator,"<p>My whirlpool side by side refrigerator is not cold and freezer is cold but not making ice?  I have replaced the relay switch on compressor, I have taken the back off inside the freezer and the fan is working, I have taken the damper off and it is working, I have been told if fans are working the control panel is working, I have cleaned the coils (the best I can), the fan is working to cool compressor.  Don't know what else it could be, help! please</p>
",130045,02-01-2018 01:33
